ms startup,boogie gps time,data type,boogie gps lat,boogie gps lon,boogie gps alt,boogie gps speed,boogie gps course,boogie gps hdop,boogie gps sats,remote gps lat,remote gps lon,remote gps speed,remote gps course,remote gps numsat, remote gps hdop,remote throttle,throttle,throttle scaled,input voltage,current in,temp mos,current motor,erpm,duty cycle,amp hours used,vesc errors,nav mode,follow bearing,bearing target,rudder target sp,rudder current pos,actuatorFwdOut,actuatorRevOut,target_distance,followSpeedLimit,turnSpeedLimit,target lat,target lon, target bearing,imuRoll,imuPitch,imuTemp,xa,ya,za,total distance,distance to remote,sht30_temperature,sht30_humidity
2206,1970-01-01T00:00:02.208,parameter,Created parameter 'Auto Rudder Limit Right' with saved value: 100 min: 0 max: 100
2220,1970-01-01T00:00:02.222,parameter,Created parameter 'Auto Rudder Limit Left' with saved value: 100 min: 0 max: 100
2228,1970-01-01T00:00:02.229,parameter,Created parameter 'Auto Turn Speed Lim' with saved value: 20 min: 0 max: 100
2236,1970-01-01T00:00:02.237,parameter,Created parameter 'Auto Rudder P(gain)' with saved value: 20 min: 1 max: 50
2243,1970-01-01T00:00:02.245,parameter,Created parameter 'TEST turn spd err min' with saved value: 80 min: 0 max: 50
2249,1970-01-01T00:00:02.251,parameter,Created parameter 'Manual Rudder Position' with saved value: 90 min: 0 max: 100
2255,1970-01-01T00:00:02.257,parameter,Created parameter 'Manual Rudder Offset' with saved value: 0 min: -30 max: 30
2261,1970-01-01T00:00:02.263,parameter,Created parameter 'Rudder Control Deadband' with saved value: 5 min: 0 max: 40
2269,1970-01-01T00:00:02.271,parameter,Created parameter 'Rudder Min Speed' with saved value: 150 min: 0 max: 255
2275,1970-01-01T00:00:02.277,parameter,Created parameter 'Auto Follow Ahead Distance' with saved value: 25 min: 0 max: 50
2281,1970-01-01T00:00:02.283,parameter,Created parameter 'Auto Follow Behind Distance' with saved value: 20 min: 0 max: 50
2287,1970-01-01T00:00:02.289,parameter,Created parameter 'Auto Follow Offset' with saved value: 25 min: 0 max: 50
2299,1970-01-01T00:00:02.301,parameter,Created parameter 'Battery Calibration' with saved value: 5 min: -20 max: 20
2305,1970-01-01T00:00:02.307,parameter,Created parameter 'Auto Rudder Offset' with saved value: 0 min: -30 max: 30
2311,1970-01-01T00:00:02.313,parameter,Created parameter 'Auto Turn Error Ramp' with saved value: 25 min: 0 max: 90
2317,1970-01-01T00:00:02.319,parameter,Created parameter 'Ramp Up Time' with saved value: 1200 min: 0 max: 3000
